Setlists,all songs,Unique songs,Count,Song,Plays
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SNOWSTORM,,0,,
,SORRY,,0,,
,STILLE NACHT,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,STRANGE,,0,,
,SUMMERTIME,,0,,
,SUMMERTIME,,0,,
,SUMMERTIME,,0,,
,SUMMERTIME,,0,,
,SUMMERTIME,,0,,
,SUMMERTIME,,0,,
,SUPERFREAKY MEMORIES,,0,,
,SWEDISH FISH,,0,,
,SWEDISH FISH,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING,,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TEENAGE LIGHTNING (AND LONELY HIGHWAYS),,0,,
,TELL ME,,0,,
,TELL ME,,0,,
,TELL ME,,0,,
,TELL ME,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,TEMPERATURE'S RISING,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THAT'S THE PRICE OF LOVING ME,,0,,
,THE BEND IN THE RIVER,,0,,
,THE BEND IN THE RIVER,,0,,
,THE BEND IN THE RIVER,,0,,
,THE BEND IN THE RIVER,,0,,
,THE CARNIVAL IS OVER,,0,,
,THE CLOUD IS COMING,,0,,
,THE CLOUD IS COMING,,0,,
,THE CLOUD IS COMING,,0,,
,THE CLOUD IS COMING,,0,,
,THE CLOUD IS COMING,,0,,
,THE CLOUD IS COMING,,0,,
,THE CLOUD IS COMING,,0,,
,THE DANCER DISAPPEARS,,0,,
,THE DANCER DISAPPEARS,,0,,
,THE DANCER DISAPPEARS,,0,,
,THE DANCER DISAPPEARS,,0,,
,THE DANCER DISAPPEARS,,0,,
,THE DANCER DISAPPEARS,,0,,
,THE DANCER DISAPPEARS,,0,,
,THE DEADLIEST DAY SINCE THE INVASION BEGAN,,0,,
,THE DEADLIEST DAY SINCE THE INVASION BEGAN,,0,,
,THE DEADLIEST DAY SINCE THE INVASION BEGAN,,0,,
,THE DEADLIEST DAY SINCE THE INVASION BEGAN,,0,,
,THE ENABLER,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LAST WORD,,0,,
,THE LONGEST BRIDGES IN THE WORLD,,0,,
,THE LONGEST BRIDGES IN THE WORLD,,0,,
,THE LONGEST BRIDGES IN THE WORLD,,0,,
,THE LONGEST BRIDGES IN THE WORLD,,0,,
,THE LONGEST BRIDGES IN THE WORLD,,0,,
,THE PAST IS OUR PLAYTHING,,0,,
,THE PAST IS OUR PLAYTHING,,0,,
,THE PAST IS OUR PLAYTHING,,0,,
,THE PAST IS OUR PLAYTHING,,0,,
,THE SLOW SONG,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THE SUN IS STILL SUNNY,,0,,
,THREW IT AWAY,,0,,
,THREW IT AWAY,,0,,
,THREW IT AWAY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TIGER LILY,,0,,
,TOMORROW IS A LONG TIME,,0,,
,TOMORROW IS A LONG TIME,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,TUGBOAT,,0,,
,UNDER SKYS,,0,,
,UNDER SKYS,,0,,
,UNDER SKYS,,0,,
,UNDER SKYS,,0,,
,VICTORY GARDEN,,0,,
,VICTORY GARDEN,,0,,
,VICTORY GARDEN,,0,,
,VICTORY GARDEN,,0,,
,VICTORY GARDEN,,0,,
,VICTORY GARDEN,,0,,
,WAIT FOR ME,,0,,
,WAIT FOR ME,,0,,
,WALKIN' WITH JESUS,,0,,
,WATERLOO SUNSET,,0,,
,WAYFARING STRANGER,,0,,
,WAYFARING STRANGER,,0,,
,WE'RE NOT FINISHED YET,,0,,
,WE'RE NOT FINISHED YET,,0,,
,WE'RE NOT FINISHED YET,,0,,
,WE'RE NOT FINISHED YET,,0,,
,WE'RE NOT FINISHED YET,,0,,
,WE'RE NOT FINISHED YET,,0,,
,WE'RE NOT FINISHED YET,,0,,
,WE'RE NOT SUPPOSED TO BE LOVERS,,0,,
,WE'RE NOT SUPPOSED TO BE LOVERS,,0,,
,WE'RE NOT SUPPOSED TO BE LOVERS,,0,,
,WE'RE NOT SUPPOSED TO BE LOVERS,,0,,
,WE'RE NOT SUPPOSED TO BE LOVERS,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHEN WILL YOU COME HOME,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WHITE HORSES,,0,,
,WONDERFUL CHRISTMASTIME,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WORDS YOU USED TO SAY,,0,,
,WRAP YOUR ARMS AROUND ME,,0,,
,WRAP YOUR ARMS AROUND ME,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY'S HERO,,0,,
,YESTERDAY’S HERO,,0,,
,YESTERDAY’S HERO,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU TURNED MY HEAD AROUND,,0,,
,YOU WERE THE ONES I HAD TO BETRAY,,0,,
,YOU WERE THE ONES I HAD TO BETRAY,,0,,
,YOUR BABY,,0,,
,YOUR BABY,,0,,
,YOUR BABY,,0,,
